0.0,1.0e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0e6
0.01,1.0003290898213252e8,906.8578638091867,22.48479683269666,0.373198882332955,0.004653415889026828,4.645731182855448e-5,3.8668854429178855e-7,2.759576321524659e-9,1.7233875525160097e-11,9.566261505447034e-14,4.77758449185136e-16,2.167720665215237e-18,9.006349095082831e-21,3.448652610968608e-23,1.2235582661812943e-25,4.040229346586567e-28,1.2462694140702349e-30,3.602515110302329e-33,9.784596158155412e-36,2.5027036838479266e-38,6.040275060467701e-41,1.377948019810446e-43,2.9758701658919413e-46,6.0930910682544716e-49,1.1845133415341849e-51,2.189769590471855e-54,999070.279440213
0.02,1.0006582926411794e8,1768.9426458301948,86.99097716211261,2.8756697167190994,0.07153367891186087,0.0014259222744263216,2.3709028612914558e-5,3.3809874338804436e-7,4.220392538530913e-9,4.6841003220851014e-11,4.67971178090171e-13,4.250724999140209e-15,3.539396014548802e-17,2.7202453205058543e-19,1.9410457740320015e-21,1.2923653636751382e-23,8.063707898480985e-26,4.732811516970995e-28,2.6216257800336456e-30,1.3745177172709108e-32,6.838703861972138e-35,3.236176679078278e-37,1.4595185551939009e-39,6.284886075072798e-42,2.5882538414726856e-44,1.0208922039908968e-46,998141.1177236382
0.03,1.0009876084933844e8,2588.438009623547,189.33966164558814,9.348928684996833,0.34795494860332554,0.010386424586026894,0.00025873303730448825,5.5294337221478565e-6,1.0346103714002466e-7,1.7214762363294701e-9,2.5786779778659688e-11,3.512319774497945e-13,4.386000807354076e-15,5.0562059123926085e-17,5.412758646944546e-19,5.408178491445722e-21,5.0656389352014464e-23,4.46523053819836e-25,3.716707042237004e-27,2.930149264339451e-29,2.1938597335981757e-31,1.5637411938103932e-33,1.0634124674610818e-35,6.913079554221015e-38,4.303736626993987e-40,2.569947238045363e-42,997212.514794305
0.04,1.0013170374117698e8,3367.4211204177027,325.65963554056947,21.34852298124835,1.0567064346908475,0.04198511021641369,0.0013928102149405421,3.9651950291989356e-5,9.885381039850241e-7,2.191862039225324e-8,4.3757470224785713e-10,7.943837295256306e-12,1.3222698927675834e-13,2.0320036844335427e-15,2.900029883358613e-17,3.863314845622185e-19,4.825231128040293e-21,5.672352863255384e-23,6.297783494616118e-25,6.624001847288058e-27,6.61837759817385e-29,6.2972702418097455e-31,5.718623473702961e-33,4.96647737818108e-35,4.132610048147748e-37,3.300287262508683e-39,996284.4705960425
0.05,1.0016465794301705e8,4107.867839088845,492.36727852709777,40.17248400793033,2.479134058217751,0.12291436168128728,0.005090686566057687,0.00018099242372935596,5.636245937615585e-6,1.5612505895869775e-7,3.894211425715127e-9,8.833632061141192e-11,1.8373708736262077e-12,3.52849874193466e-14,6.293242216590672e-16,1.0477423446726032e-17,1.6354988681355488e-19,2.402972965234328e-21,3.3346030014399225e-23,4.38396688475122e-25,5.475347735816957e-27,6.512577702149528e-29,7.393746201222822e-31,8.028449521045741e-33,8.353374771432896e-35,8.342472141801599e-37,995356.9850724809
0.06,1.0019762345824288e8,4811.657662840833,686.1477203468468,66.88744457057624,4.940376707954146,0.2934188642178464,0.014564818444558715,0.0006208238640623134,2.3182893956947702e-5,7.701639622806585e-7,2.304140124501353e-8,6.269631477713981e-10,1.564371066693126e-11,3.604083167770325e-13,7.711862692049128e-15,1.5404059327053426e-16,2.884970262443779e-18,5.085861049381456e-20,8.468346593199855e-22,1.3359060569848875e-23,2.0021256813256665e-25,2.857738229471635e-27,3.8935482394046126e-29,5.073983226775927e-31,6.336424264488852e-33,7.595824331320177e-35,994430.0581670505
0.07,1.0023060029023927e8,5480.578424908403,903.9371505420667,102.35259184538577,8.796542441718445,0.6084476687947343,0.03519200816392897,0.0017484317331726347,7.611682267470032e-5,2.9484432352660863e-6,1.0286354055316384e-7,3.2641684735355345e-9,9.498948017580497e-11,2.5524522524989205e-12,6.370411323946426e-14,1.4842416449289364e-15,3.2425481805336153e-17,6.668051947337735e-19,1.2951979502267717e-20,2.3835849052314494e-22,4.167526481692898e-24,6.939983078973926e-26,1.1031866434470373e-27,1.6774161702028558e-29,2.4442639123065426e-31,3.419146545540634e-33,993503.6898229822
0.08,1.0026358844239175e8,6116.330765062238,1142.9062144475213,147.24161641296865,14.42362837574998,1.1381682871533567,0.07513998343510002,0.0042624429825329595,0.00021191697143915685,9.3759946299265e-6,3.73656059629173e-7,1.354577071715167e-8,4.5035359047515903e-10,1.3826210638455034e-11,3.9427254478219786e-13,1.049614897375411e-14,2.6201030059705084e-16,6.156667445157385e-18,1.3664832430688217e-19,2.87359527569504e-21,5.741224140606974e-23,1.0924944295440742e-24,1.9844829576496047e-26,3.448094223742574e-28,5.741538585336337e-30,9.177861093459243e-32,992577.8799833072
0.09,1.0029658791808641e8,6720.532382088402,1400.44443158529,202.06280642870792,22.208005245937617,1.9679544878860329,0.14597512573340357,0.009306924435268392,0.000520171504863366,2.587595867183214e-5,1.1595688463244654e-6,4.727253489817138e-8,1.7675290964434519e-9,6.103026665522795e-11,1.957424783795782e-12,5.861102621245888e-14,1.6456623338604876e-15,4.349625190236863e-17,1.085935405762437e-18,2.568786517213834e-20,5.773226381054681e-22,1.2358164826499696e-23,2.5252948671510347e-25,4.936096778477498e-27,9.246625261418467e-29,1.662870588578174e-30,991652.6285908574
0.1,1.0032959872071002e8,7294.722078879645,1674.1455762046073,267.1774258144731,32.53830326943297,3.1979457139373113,0.2632290606119736,0.018629549477649415,0.001156054513828438,6.386009435447915e-5,3.1781808654552458e-6,1.4390487652526834e-7,5.9764745674680155e-9,2.2922245790267108e-10,8.166720447746281e-12,2.7164824141013996e-13,8.473157540486248e-15,2.4879620321170514e-16,6.900689473442249e-18,1.8135164953048492e-19,4.528194079095928e-21,1.076914176837441e-22,2.4449365421583686e-24,5.309767036946494e-26,1.1051460341263898e-27,2.208250488388508e-29,990727.935588265
0.11,1.0036262085365002e8,7840.363610204107,1961.79396336265,342.81650542712515,45.79855062114764,4.942263630532997,0.4469073670933468,0.034758317303025775,0.0023708432176539514,0.000143975510593485,7.878077845599675e-6,3.922252994963676e-7,1.7912287676746827e-8,7.554931643457571e-10,2.9600949790992325e-11,1.0828378596210575e-12,3.7145995005686475e-14,1.199583395006616e-15,3.6593808352800244e-17,1.0577243389082574e-18,2.904815736922423e-20,7.598422238770735e-22,1.8974248852033644e-23,4.532448743381043e-25,1.0376319000986534e-26,2.2805737475282042e-28,989803.8009179623
0.12,1.0039565432029447e8,8358.849342868729,2261.3515866580187,429.0961678666039,62.36242883425218,7.327960224657607,0.7219283925849777,0.061192787270931005,0.004549939926012967,0.00030124502997725674,1.7973326443431503e-5,9.757911617105046e-7,4.8597403238394056e-8,2.2353981542740168e-9,9.552334964534217e-11,3.811191822498731e-12,1.4259828529033796e-13,5.022815611268859e-15,1.6712713419979933e-16,5.269159811841173e-18,1.57842173391306e-19,4.503694140564485e-21,1.2267497593113935e-22,3.196500645945578e-24,7.982521303455486e-26,1.9138153882101068e-27,988880.224522183
0.13,1.004286991240321e8,8851.503737357667,2570.9460574094865,526.0315974055659,82.58852205801173,10.493761952423977,1.1184841032782737,0.10260549599569836,0.008258634606419058,0.0005920010667145333,3.82454756589312e-5,2.248505803464132e-6,1.2127287269895072e-7,6.0414447617620604e-9,2.7960710408875396e-10,1.2082764922461518e-11,4.896641525874245e-13,1.8681831626188854e-14,6.7331088898986275e-16,2.2993950531594606e-17,7.461137277920503e-19,2.3060363315452148e-20,6.804144396615851e-22,1.9205129907883073e-23,5.195314286877501e-25,1.3492899666186574e-26,987957.2063429605
0.14,1.0046175526825227e8,9319.586659630992,2888.8592977688845,633.5497589650516,106.81644820915346,14.588665574319167,1.6723182275777162,0.16504912716256295,0.014295617631306528,0.0011029040862407676,7.66947097503304e-5,4.853849935229764e-6,2.8183261250515476e-7,1.5115613608687303e-8,7.531964790018567e-10,3.504418490371815e-11,1.5291479868709712e-12,6.281775399467946e-14,2.4378059151853342e-15,8.964485668561842e-17,3.1322189414536573e-18,1.0424494108156626e-19,3.312151886328897e-21,1.0067178751253481e-22,2.932662206183744e-24,8.202026103639416e-26,987034.746322129
0.15,1.0049482275634499e8,9764.29653140407,3213.5169427804767,751.5009629876398,135.3637703145625,19.770433376506915,2.4249197065630765,0.25616506265487354,0.023754036948570836,0.0019623175436781276,0.00014613152656261464,9.904875056950276e-6,6.159797570533366e-7,3.5386343133614144e-8,1.88873287710019e-9,9.413364337965436e-11,4.400042028136263e-12,1.9363235915272202e-13,8.049913576535287e-15,3.171182334902447e-16,1.1870198904710352e-17,4.2323010734838095e-19,1.440630575490912e-20,4.69111159146103e-22,1.4640643968690475e-23,4.3868609261428055e-25,986112.8444013235
0.16,1.005279015917009e8,10186.773327009163,3543.4784084191397,879.6693666965698,168.52359588216328,26.204028287604405,3.4236316932874034,0.3853891321500557,0.03808970225679826,0.00335428486293112,0.0002663087985819462,1.9245936614286383e-5,1.2762435898805026e-6,7.818117929426879e-8,4.449940234262029e-9,2.3651564487816427e-10,1.1790027855971627e-11,5.533355018811148e-13,2.453366247284506e-14,1.030764934873849e-15,4.114994967550441e-17,1.5648241182570852e-18,5.680980939188074e-20,1.973020812491892e-21,6.567563118494737e-23,2.0988851554134613e-24,985191.5005219791
0.17,1.0056099177771133e8,10588.101423667518,3877.4275879797788,1017.782492876695,206.56278139761844,34.06002366123782,4.721678141226109,0.5641505757056673,0.05919583691340512,0.005535313248640169,0.00046669958055974156,3.582106604481928e-5,2.522955364578801e-6,1.6416380043724535e-7,9.925367732887243e-9,5.603820503214298e-10,2.967448599649793e-11,1.4794868888750204e-12,6.968637630921704e-14,3.1103954386774e-15,1.319175126396141e-16,5.329444017217474e-18,2.055552220828576e-19,7.584569126420181e-21,2.682270819371909e-22,9.107331285997501e-24,984270.7146253319
0.18,1.0059409331776822e8,10969.312313040033,4214.16413676577,1165.5198464905636,249.72066571787656,43.51301622100606,6.3781115565449,0.8060606650474267,0.08948364967254126,0.008854130618516733,0.0007900303086301026,6.4177926884683e-5,4.7843915367416384e-6,3.2952411463389807e-7,2.108953775773736e-8,1.2604621516707254e-9,7.065871884673014e-11,3.729412213593076e-12,1.8596533299182075e-13,8.787420117028984e-15,3.9456239915552727e-16,1.6875923064920945e-17,6.891135190755433e-19,2.6919900361153756e-20,1.0079259216306892e-21,3.623292201449458e-23,983350.4866524184
0.19,1.0062720621526419e8,11331.38718074767,4552.595310217238,1322.5207000948153,298.2082649899804,54.7400660712352,8.457686408374423,1.1270877415877203,0.1319678680707969,0.013774538990471236,0.001296682057809764,0.00011114058090215548,8.742595775336783e-6,6.354049539886872e-7,4.291394774138307e-8,2.706724460670662e-9,1.601308532582518e-10,8.919794452122747e-12,4.694185744487687e-13,2.341051120253844e-14,1.109412085281148e-15,5.00815940233847e-17,2.158439759194492e-18,8.8995054595185e-20,3.5169701838342295e-21,1.334428262720212e-22,982430.8165440756
0.2,1.0066033047359245e8,11675.259359317584,4891.728325105607,1488.3911124689191,352.20786736990334,67.9191840891005,11.030663819552828,1.5457157827642167,0.1903562106832006,0.02090141587944952,0.0020700668195884598,0.000186687265849203,1.5452660625479987e-5,1.1818364731709725e-6,8.399771766382737e-8,5.575579644297137e-9,3.47144246186509e-10,2.0351137825094715e-11,1.1272007785328287e-12,5.916515627545251e-14,2.950991811870901e-15,1.402097662360471e-16,6.3601794098296936e-18,2.760122331002562e-19,1.1480673932111095e-20,4.584932744558663e-22,981511.7042409416
0.21,1.0069346609614693e8,12001.816662624906,5230.663206532828,1662.7102474605003,411.87297238248055,83.22788130160981,14.172553344431261,2.0830842042143094,0.2691418224446318,0.03100990308652323,0.0032230913549711965,0.0003050744519802927,2.650496860487619e-5,2.127833648234483e-6,1.5875323994698912e-7,1.106203368099576e-8,7.230312879549194e-10,4.449879498878681e-11,2.587509448387601e-12,1.4258545221101319e-13,7.466416161404436e-15,3.7244583515116008e-16,1.773780891921632e-17,8.081822348158806e-19,3.529417023935628e-20,1.4798823509399049e-21,980593.1496834544
0.22,1.0072661308632216e8,12311.903605313448,5568.586098309542,1845.036044329072,477.3285251141306,100.84179421856838,17.96379858195289,2.763106779642789,0.3736974641300451,0.04507771074129634,0.004905802189689901,0.0004862492240756275,4.424113469067169e-5,3.719683828148783e-6,2.9065578681294273e-7,2.121262302403482e-8,1.4522177770356217e-9,9.361561012282591e-11,5.701849550529741e-12,3.2911668406600686e-13,1.8052350038382645e-14,9.432713829963353e-16,4.705761037822686e-17,2.245946049095559e-18,1.027439743602507e-19,4.51280679985727e-21,979675.1528118532
0.23,1.0075977144751333e8,12606.323514802376,5904.7630027332125,2034.9102978894525,548.6714010482389,120.93339446188072,22.489412962482056,3.6125682103096906,0.5103704020951634,0.06432047616884178,0.007314312659667511,0.0007575975618100048,7.203649356459539e-5,6.3299857417184874e-6,5.16969477251419e-7,3.943525991347113e-8,2.821882420561975e-9,1.9014397964890482e-10,1.2105587360161437e-11,7.30404069530128e-13,4.1879023479608756e-14,2.287465217324952e-15,1.192909843854527e-16,5.951704222436441e-18,2.8462077412649847e-19,1.3068592525231261e-20,978757.7135661778
0.24,1.0079294118311629e8,12885.84054014216,6238.533926492026,2231.8631955252267,625.9711012653206,143.6707903704975,27.83857267163549,4.661197146490524,0.6865767951075723,0.09023001273590577,0.010701088953842823,0.0011560754011226582,0.00011466320590423165,1.0510469554560567e-5,8.954702215773734e-7,7.126119770064484e-8,5.319882081173375e-9,3.739820234521371e-10,2.4840925329618888e-11,1.5637460284313304e-12,9.354639047563569e-14,5.331113279936663e-15,2.9007395742379606e-16,1.510025864200383e-17,7.534515599900565e-19,3.609662929369198e-20,977840.8318862685
0.25,1.008261222965275e8,13151.181562270556,6569.307409504495,2435.4173553049054,709.2706225197686,169.21662578720864,34.10417343733692,5.9417148425867055,0.9108944161699353,0.12461525166726627,0.01538666508506256,0.0017307719576852263,0.0001787499659609127,1.706225078243385e-5,1.5138287799996487e-6,1.254600599117969e-7,9.754245160109438e-9,7.141542271347559e-10,4.940458953091328e-11,3.23915133858797e-12,2.0181976573799372e-13,1.1979300715015558e-14,6.788966998087846e-16,3.680989979164683e-17,1.9130408689257907e-18,9.546125842057901e-20,976924.5077117663
