0.0,1.0e8,0.0,0.0,0.0,0.0,1.0e6
0.01,1.0003290898213251e8,926.0112036708915,3.6994771867289407,0.009859186815269,1.97110700366237e-5,999070.2794414758
0.02,1.000658292641179e8,1844.087257469879,14.716314440937673,0.07839013026295018,0.00031332816147800505,998141.1177638199
0.03,1.0009876084933828e8,2754.2914451989172,32.929231262152555,0.2629458653084273,0.0015759210356208323,997212.5150977289
0.04,1.0013170374117614e8,3656.6865469068657,58.21841576084104,0.6194619299068108,0.004948344113428146,996284.4718675512
0.05,1.0016465794301403e8,4551.334843241332,90.465508961411,1.2024792965844864,0.012002482969083893,995356.9889312149
0.06,1.0019762345823392e8,5438.298119895225,129.55358926085475,2.065167003418151,0.02472679563144428,994430.0677153933
0.07,1.0023060029021683e8,6317.637672139897,175.36715705416668,3.2593444710728527,0.045512154890402085,993503.7103459045
0.08,1.0026358844234197e8,7189.414309444529,227.79211951035538,4.835503532293995,0.0771379723140266,992577.9197735771
0.09,1.0029658791798595e8,8053.688360173245,286.71577551155787,6.842830158423156,0.12275861146076547,991652.6998955666
0.1,1.0032959872052184e8,8910.51967635647,352.02680075114876,9.329225891617645,0.18589008241405147,990728.0556722461
0.11,1.0036262085331814e8,9759.967638533231,423.61523298613344,12.34132899214132,0.270397009494848,989803.9932397971
0.12,1.0039565431973755e8,10602.091160659322,501.3724574460398,15.924535300063708,0.38047987032157515,988880.5200185666
0.13,1.0042869912313582e8,11436.94869507643,585.1911923992782,20.123018812458366,0.5206625032356816,987957.6448172696
0.14,1.004617552668603e8,12264.598237539425,674.9654748723742,24.979751985039364,0.6957798754364185,987035.3779331525
0.15,1.0049482275424854e8,13085.097332296837,770.5906465243128,30.536525757367247,0.9109661101488082,986113.7312481821
0.16,1.0052790158862671e8,13898.503077220941,871.9633396740202,36.833969306693625,1.1716427675785928,985192.7183213546
0.17,1.0056099177330804e8,14704.872128983727,978.9814634800734,43.91156953391798,1.4835073754314916,984272.3544772083
0.18,1.0059409331159098e8,15504.260708275204,1091.5441902713965,51.80769028552477,1.852522204592665,983352.6568906253
0.19,1.0062720620675756e8,16296.724605059595,1209.5519420302937,60.559591311697275,2.2849032877080107,982433.6446679898
0.2,1.006603304620714e8,17082.319183867217,1332.9063770233474,70.2034469688497,2.7871096738230823,981515.3389248034
0.21,1.0069346608077583e8,17861.099389118343,1461.510376580566,80.77436466798953,3.36583291624652,980597.7628598278
0.22,1.0072661306609182e8,18633.119750472873,1595.2680320281836,92.30640306332606,4.027986794623136,979680.9418257992
0.23,1.0075977142121594e8,19398.4343882057,1734.0846317664498,104.8325899950828,4.780697261162695,978764.9033968375
0.24,1.0079294114931814e8,20157.097018610515,1877.866648478042,118.3849402080351,5.631292597339055,977849.677432684
0.25,1.0082612225353967e8,20909.160959417004,2026.5217264954142,132.99447280818248,6.587293800303271,976935.2961396808
0.26,1.0085931473699062e8,21654.679135220773,2179.958669319797,148.69122846944663,7.65640519018677,976021.7941286078
0.27,1.0089251860274774e8,22393.704082918306,2338.0874272979477,165.50428638442054,8.846505237689666,975109.2084694675
0.28,1.0092573385385196e8,23126.287957189517,2500.8190853574924,183.46178109608283,10.165637538197416,974197.5787436599
0.29,1.0095896049330597e8,23852.48253595361,2668.0658509650357,202.59091898580482,11.622002053609608,973286.9470928387
0.3,1.009921985240718e8,24572.339225807496,2839.7410422668972,222.91799447669277,13.223946582184077,972377.3582648576
0.31,1.0102544794906816e8,25285.909067541856,3015.759076201033,244.46840624190523,14.979958303103313,971468.8596576594
0.32,1.0105870877116796e8,25993.242741606184,3196.035456870518,267.2666730195604,16.89865561264868,970561.5013597892
0.33,1.0109198099319565e8,26694.390573512454,3380.4867641632427,291.33644906303414,18.98878021779035,969655.3361881344
0.34,1.0112526461792453e8,27389.402539418137,3569.0306421217992,316.70053989746157,21.25918915152248,968750.4197243369
0.35,1.0115855964807414e8,28078.32827146405,3761.5857879599052,343.38091716592663,23.718847336136143,967846.8103468053
0.36,1.0119186608630738e8,28761.217063287997,3958.0719407975525,371.3987338324469,26.376820022299242,966944.5692620769
0.37,1.0122518393522787e8,29438.117875476197,4158.409870671192,400.77433897583563,29.24226553199091,966043.7605326917
0.38,1.0125851319737715e8,30109.079340874032,4362.521367893629,431.5272920923414,32.32442829186963,965144.4511028657
0.39,1.012918538752317e8,30774.149770199732,4570.329231936184,463.6763780055234,35.6326316652437,964246.710822791
0.4,1.013252059712003e8,31433.377157145318,4781.757261402447,497.23962028940247,39.176271559307224,963350.612468954
0.41,1.0135856948762098e8,32086.809184100763,4996.730242874348,532.2342961724272,42.964809405188106,962456.2317646865
0.42,1.013919444267582e8,32734.49322709346,5215.173941372726,568.6769492590072,47.00776623772617,961563.6473958625
0.43,1.0142533079079989e8,33376.47636157067,5437.015089264593,606.583404297785,51.31471588945081,960672.9410274271
0.44,1.014587285818546e8,34012.80536720819,5662.18137711796,645.9687793327157,55.895279462783385,959784.1973151595
0.45,1.0149213780194834e8,34643.52673369223,5890.6014427807395,686.847500188584,60.75911881244046,958897.5039178745
0.46,1.0152555845302187e8,35268.68666549114,6122.204862419947,729.2333123376812,65.91593125999862,958012.9515060693
0.47,1.0155899053692748e8,35888.33108744726,6356.922140124523,773.1392946362673,71.37544357952305,957130.6337693101
0.48,1.015924340554261e8,36502.50564978912,6594.684698588181,818.5778716265512,77.14740662268503,956250.6474226023
0.49,1.016258890101844e8,37111.25573317171,6835.424869886515,865.5608256710916,83.24159016976574,955373.0922088246
0.5,1.0165935540277141e8,37714.626454237776,7079.075885241762,914.0993104261661,89.66777716402174,954498.0709027168
0.51,1.0169283323465604e8,38312.6626699694,7325.571867164593,964.2038611409746,96.43575947200978,953625.6893097314
0.52,1.0172632250720339e8,38905.40898366657,7574.847818595667,1015.8844088969109,103.55533196900444,952756.0562658412
