0.0,100000.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.01,100014.84961358347,0.14937661864056587,0.0006215382872148707,1.7252984513315457e-6,3.5911146519029003e-9,6.437004501303741e-12,999.8500001141789
0.02,100029.70145455876,0.29751337483383317,0.002472392542204744,1.3716419186720295e-5,5.7104187867879424e-8,1.9020753837738474e-10,999.7000004593342
0.03,100044.55552326316,0.4444205545437149,0.005532114565722707,4.600477423643459e-5,2.8716618291213036e-7,1.4356461696538328e-9,999.5500010422692
0.04,100059.41182003403,0.5901083583703695,0.00978051087449004,0.00010836986801070545,9.01569845477021e-7,6.004562100280719e-9,999.4000018800871
0.05,100074.27034520877,0.7345869022687356,0.015197639849277344,0.000210343540641494,2.1864908963311566e-6,1.8197704566967522e-8,999.2500030110148
0.06,100089.13109912485,0.8778662182471306,0.02176380898126412,0.00036121404431243144,4.503842406305807e-6,4.4963017538452054e-8,999.1000045111255
0.07,100103.99408211974,1.019956255089675,0.029459572030122,0.000570030246963314,8.288550796644797e-6,9.651881526719837e-8,998.9500065124864
0.08,100118.85929453095,1.1608668790068515,0.03826572650103831,0.0008456053338419387,1.4046197760347739e-5,1.8686307098878583e-7,998.8000092281599
0.09,100133.72673669601,1.3006078744355358,0.048163310532765735,0.0011965213846993393,2.2350088665637933e-5,3.344186813213672e-7,998.6500129794908
0.1,100148.59640895244,1.4391889445875248,0.059133600809738285,0.001631132412156412,3.383935014467691e-5,5.624197119668686e-7,998.5000182236997
0.11,100163.4683116377,1.5766197122967334,0.07115810934256298,0.002157569050747573,4.921598869570496e-5,8.995132798426085e-7,998.3500255949467
0.12,100178.34244508923,1.7129097206585737,0.0842185810345347,0.002783742103365587,6.924266301270893e-5,1.3802176659913699e-6,998.2000359347494
0.13,100193.21880964439,1.8480684336117719,0.09829699156122959,0.0035173455804771575,9.474084355975666e-5,2.0452498435412295e-6,998.0500503322155
0.14,100208.09740564034,1.9821052368622853,0.11337554394587519,0.004365861648747537,0.0001265877609678929,2.9421115695067994e-6,997.900070177765
0.15,100222.9782334141,2.1150294384482518,0.12943666647069438,0.005336563644619857,0.00016571455384323564,4.125440333313269e-6,997.750097197202
0.16,100237.86129330249,2.246850269326475,0.14646301063872183,0.006436518956925348,0.00021310457622935626,5.657271384932372e-6,997.6001334997756
0.17,100252.74658564196,2.3775768842987284,0.1644374478696209,0.0076725937497913455,0.00026979055555643186,7.607532377327569e-6,997.4501816427319
0.18,100267.63411076862,2.507218362677457,0.18334306710414255,0.009051456392507323,0.00033685252066030757,1.0054409592518382e-5,997.3002446769237
0.19,100282.52386901814,2.6357837088035394,0.20316317308940063,0.010579579856592908,0.00041541643361913707,1.3084530759037471e-5,997.1503261935248
0.2,100297.41586072565,2.763281852805871,0.22388128384023873,0.012263245283913583,0.0005066521266374132,1.6793262861431315e-5,997.0004303877753
0.21,100312.31008622565,2.889721651640023,0.24548112705199657,0.014108547071067477,0.0006117703021576278,2.1285190552389806e-5,996.8505621392512
0.22,100327.20654585188,3.015111889412448,0.2679466390361457,0.01612139435774651,0.0007320216829846306,2.6674230647822313e-5,996.7007270404043
0.23,100342.10523993727,3.1394612781022326,0.2912619625006867,0.01830751408148961,0.0008686953383763569,3.308380492962713e-5,996.5509314668118
0.24,100357.00616881374,3.26277845850109,0.31541144350045675,0.020672455243109716,0.0010231162488710116,4.064717030268099e-5,996.4011826575457
0.25,100371.9093328121,3.385072001040856,0.3403796287296502,0.02322159269472949,0.0011966431409463105,4.9507713203039275e-5,996.2514887868443
0.26,100386.8147322619,3.506350406146216,0.3661512644817962,0.025960128560404958,0.00139066772487548,5.981901648039936e-5,996.1018589989188
0.27,100401.72236749135,3.6266221050059535,0.3927112944480526,0.028893095224507597,0.0016066131209180007,7.174497554888981e-5,995.9523034851609
0.28,100416.63223882702,3.7458954606392596,0.42004485642594475,0.032025359888789164,0.001845931326002933,8.546009261420622e-5,995.8028335802221
0.29,100431.54434659367,3.864178768627984,0.44813728007339865,0.03536162767217391,0.0021101015039240697,0.00010114966399281931,995.6534618301938
0.3,100446.45869111424,3.9814802574724033,0.4769740859407734,0.03890644291353821,0.0024006293168894713,0.00011900981649822985,995.5042020283805
0.31,100461.37527270951,4.097808089420412,0.506540983286041,0.04266419209457774,0.0027190454546077406,0.00013924756578352648,995.3550692990246
0.32,100476.29409169787,4.213170361513697,0.5368238670446123,0.04663910798606665,0.0030669034054089397,0.00016208102082211002,995.2060801949507
0.33,100491.21514839509,4.327575106471841,0.5678088152986306,0.050835273095292635,0.0034457776242204506,0.00018773953433209224,995.0572527827868
0.34,100506.13844311425,4.441030292918142,0.5994820887042613,0.055256620428050386,0.0038572631565439146,0.00021646371238394076,994.9086066654432
0.35,100521.06397616539,4.553543826335683,0.6318301281621275,0.05990693656378301,0.0043029741617531606,0.00024850542048878853,994.7601630775584
