0.0,100000.0,0.0,0.0
0.01,100014.99962471874,0.0,0.0
0.02,100030.00149909982,0.0,0.0
0.03,100045.00562348057,0.0,0.0
0.04,100060.01199819839,0.0,0.0
0.05,100075.02062359071,0.0,0.0
0.06,100090.03149999505,0.0,0.0
0.07,100105.04462774892,0.0,0.0
0.08,100120.06000718992,0.0,0.0
0.09,100135.07763865571,0.0,0.0
0.1,100150.09752248396,0.0,0.0
0.11,100165.11965901243,0.0,0.0
0.12,100180.1440485789,0.0,0.0
0.13,100195.17069152124,0.0,0.0
0.14,100210.19958817733,0.0,0.0
0.15,100225.23073888512,0.0,0.0
0.16,100240.26414398261,0.0,0.0
0.17,100255.29980380784,0.0,0.0
0.18,100270.33771869891,0.0,0.0
0.19,100285.37788899399,0.0,0.0
0.2,100300.42031503125,0.0,0.0
0.21,100315.46499714896,0.0,0.0
0.22,100330.51193568541,0.0,0.0
0.23,100345.56113097897,0.0,0.0
0.24,100360.61258336803,0.0,0.0
0.25,100375.66629319104,0.0,0.0
0.26,100390.72226078653,0.0,0.0
0.27,100405.78048649391,0.0,0.0
0.28,100420.84097065222,0.0,0.0
0.29,100435.90371360008,0.0,0.0
0.3,100450.96871567615,0.0,0.0
0.31,100466.03597721912,0.0,0.0
0.32,100481.10549856773,0.0,0.0
0.33,100496.17728006082,0.0,0.0
0.34,100511.25132203723,0.0,0.0
0.35,100526.32762483589,0.0,0.0
0.36,100541.40618879574,0.0,0.0
0.37,100556.48701425579,0.0,0.0
0.38,100571.57010155513,0.0,0.0
0.39,100586.65545103287,0.0,0.0
0.4,100601.74306302819,0.0,0.0
0.41,100616.83293788029,0.0,0.0
0.42,100631.92507592846,0.0,0.0
0.43,100647.01947751202,0.0,0.0
0.44,100662.11614297034,0.0,0.0
0.45,100677.21507264287,0.0,0.0
0.46,100692.31626686906,0.0,0.0
0.47,100707.41972598847,0.0,0.0
0.48,100722.52545034068,0.0,0.0
0.49,100737.63344026532,0.0,0.0
0.5,100752.74369610207,0.0,0.0
0.51,100767.85621819069,0.0,0.0
0.52,100782.97100687095,0.0,0.0
0.53,100798.08806248271,0.0,0.0
0.54,100813.20738536587,0.0,0.0
0.55,100828.32897586035,0.0,0.0
0.56,100843.45283430617,0.0,0.0
