0.0,101933.83844876192,79369.7115753958,102321.73400984194
3.5,120187.39080316541,114758.91353725389,48481.02967615421
6.5,122961.29381829963,132928.68319400624,172048.56818019444
10.0,78702.17498532165,119899.53420506725,162965.59028346057
13.0,143008.56785755308,160487.08470325478,52057.78791865455
16.5,62865.26377573236,71366.04677510225,128995.86213316474
20.0,64845.3939482732,47608.79800981319,89288.693227878
23.0,11947.022335965403,24749.598169290326,24790.61611801667
26.5,3818.020456835105,3791.2096429192447,3695.874145105774
29.5,230.8788847700501,371.7628811537565,353.46913339173216
33.0,22.812157772652835,43.94758552988522,47.91847105662063
