0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.01,100014.84961358349,0.14863325092465826,0.001358308724054173,8.288087518437477e-6,3.794659842002313e-8,1.4057715979213588e-10,3.799474300717524e-13,6.558079267758685e-16,7.620172360315632e-19,2.1165001835836104e-21,1.2105187423104997e-23,4.872023204822243e-26,999.8500001141762
0.02,100029.70145455877,0.29456615714722884,0.005367380723826398,6.540041612083159e-5,5.983902993822284e-7,4.385825032137237e-9,2.6696973502404378e-11,1.369069850514396e-13,5.927627338336375e-16,2.165007824652117e-18,6.686474010067178e-21,1.7718263321049475e-23,999.7000004589098
0.03,100044.55552326316,0.4378477706665883,0.011930454417850777,0.00021771898485004412,2.985332708644085e-6,3.278663715377232e-8,3.001586419072376e-10,2.34925075600292e-12,1.596880918776678e-14,9.529528567948909e-17,5.045197061163659e-19,2.4060035599906746e-21,999.5500010375088
0.04,100059.41182003405,0.5785262523669668,0.020953409057466343,0.0005090494376935641,9.298140279295114e-6,1.3603859681628084e-7,1.659960777079596e-9,1.7364539792983342e-11,1.5873774735167368e-13,1.285166601931849e-15,9.303395669605363e-18,6.065947051276732e-20,999.4000018532814
0.05,100074.2703452088,0.7166488882574161,0.03234470050721418,0.0009807155634239905,2.2370949022557196e-5,4.08871441907097e-7,6.232377029010589e-9,8.143130207157203e-11,9.298972624234764e-13,9.410791228752747e-15,8.524631751399018e-17,6.959995612421784e-19,999.2500029095366
0.06,100089.1310991249,0.8522621053527515,0.04601529874391505,0.0016716505220627693,4.571514691771163e-5,1.0020363216569842e-6,1.832288092750755e-8,2.873133582127594e-10,3.94068531705255e-12,4.797110162066976e-14,5.239997786658014e-16,5.17918084623337e-18,999.1000042095837
0.07,100103.99408211987,0.9854114871365373,0.061878627275157416,0.0026184845928406073,8.346493613999012e-5,2.132999101968906e-6,4.548212609595993e-8,8.319031587909982e-10,1.3318293172007036e-11,1.8947429645554484e-13,2.4233059241251196e-15,2.811282692049443e-17,998.9500057567326
0.08,100118.85929453126,1.1161417892118342,0.07985050209495326,0.003855632921095965,0.0001403237739076875,4.09581505477634e-6,9.976625880719669e-8,2.0845958543318087e-9,3.812142279989719e-11,6.194131371718499e-13,9.046625929696472e-15,1.1983877475319191e-16,998.8000075542934
0.09,100133.72673669667,1.2444969539279191,0.09984907495960292,0.005415376254873409,0.00022151613443936106,7.269258390795404e-6,1.9911009588104033e-7,4.679356405254339e-9,9.628346707361722e-11,1.7614485192700816e-12,2.899652206627874e-14,4.33614335936093e-16,998.6500096055771
0.1,100148.5964089538,1.3705201255427735,0.12179477475486526,0.007327943986283803,0.0003327384258332693,1.2124707554338176e-5,3.6883556555201944e-7,9.627496046347242e-9,2.2001692052823977e-10,4.469973325384355e-12,8.170228168638778e-14,1.3562554331830288e-15,998.5000119138949
0.11,100163.46831164035,1.4942536643906343,0.1456102531137039,0.009621590186782306,0.00048011532711737033,1.9232220998529056e-5,6.43262846231681e-7,1.846445021826843e-8,4.6412894566862145e-10,1.0375129107289094e-11,2.0876580876657943e-13,3.818080167813328e-15,998.3500144825587
0.12,100178.34244509408,1.6157391614270586,0.17122032866645653,0.012322671360717885,0.0006701553804903172,2.926654928899345e-5,1.0673848658035566e-6,3.3411826568789016e-8,9.158932024306927e-10,2.232680295896236e-11,4.898685423266961e-13,9.76766665952833e-15,998.2000173148806
0.13,100193.21880965281,1.7350174518466048,0.19855193530886703,0.015455717467273707,0.0009097118845333654,4.301135998124534e-5,1.6986201619698886e-6,5.758334827967474e-8,1.7097113263197647e-9,4.5151061652981267e-11,1.073513948838643e-12,2.3205267841669188e-14,998.0500204141734
0.14,100208.09740565444,1.852128629352874,0.22753406798401335,0.01904350638235574,0.001205941844163145,6.136372655226956e-5,2.608625705958763e-6,9.520226516186236e-8,3.0432209876945726e-9,8.652598309682117e-11,2.2148621412459877e-12,5.15426396638235e-14,997.9000237837508
0.15,100222.97823343684,1.9671120587686384,0.2580977352992242,0.023107127693270696,0.0015662724460224057,8.533658478481291e-5,3.885059459519738e-6,1.518612963431587e-7,5.1998287730084624e-9,1.5838117445876643e-10,4.3437665417931795e-12,1.0832687939505897e-13,997.7500274269265
0.16,100237.86129333802,2.080006390546828,0.29017590488095246,0.02766605657199799,0.0019983618269986854,0.00011606194262884388,5.6335503028379e-6,2.3480841668501806e-7,8.573795610563123e-9,2.785038450172237e-10,8.14627876756557e-12,2.1667856467098893e-13,997.6000313470154
0.17,100252.74658569599,2.1908495720437955,0.32370346146425905,0.03273820912480792,0.0025100713530902857,0.00015479191319102062,7.979345058553312e-6,3.532429575583729e-7,1.370055141461833e-8,4.727394820824149e-10,1.46890153123747e-11,4.150591592595716e-13,997.4500355473332
0.18,100267.63411084883,2.299678862342143,0.3586171516615853,0.03834001564984144,0.0031094284947213754,0.0002029004634173349,1.1069419320824011e-5,5.186896526847687e-7,2.1295555850799684e-8,7.779046508667073e-10,2.559121860981926e-11,7.656885976710742e-13,997.3000400311965
