0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.01,100014.84961358347,0.1492523799660559,0.0007450183194237579,2.4813275379550357e-6,6.197717847313889e-9,1.3039352736607969e-11,1.2265125996649935e-14,999.8500001141763
0.02,100029.70145455876,0.2970194445257808,0.0029602953844781238,1.970237227477873e-5,9.841280438777497e-8,3.9347867036764476e-10,1.3147423998992739e-12,999.7000004589128
0.03,100044.55552326316,0.44331596952439056,0.006616496491443159,6.59992476197164e-5,4.942502649353994e-7,2.9626304555363834e-9,1.475013949096134e-11,999.5500010375587
0.04,100059.41182003403,0.5881565837877702,0.011684725097300709,0.00015527574185653583,1.5496236082898702e-6,1.2385020389003828e-8,8.248895929825124e-11,999.4000018536586
0.05,100074.27034520879,0.7315557705623911,0.018136517095477315,0.0003010118162360261,3.7532066365265875e-6,3.746868348481516e-8,3.1177489753314606e-10,999.2500029113239
0.06,100089.1310991249,0.8735278690248619,0.02594383483003492,0.0005162724543216193,7.720704942275354e-6,9.247124781267317e-8,9.235010109951058e-10,999.1000042159518
0.07,100103.99408211987,1.0140870756115756,0.03507906183917085,0.0008137153947955359,1.4189900855960355e-5,1.981920542629441e-7,2.3080783253247706e-9,998.9500057753186
0.08,100118.85929453124,1.1532474455850694,0.04551499667515148,0.0012056001947624729,2.4014882849726848e-5,3.8321668884659563e-7,5.1002410624607076e-9,998.8000076013193
0.09,100133.72673669666,1.2910228942668678,0.057224848056397236,0.0017037953016157666,3.8161592751354886e-5,6.848402839542328e-7,1.0249912627631844e-8,998.6500097119614
0.1,100148.59640895376,1.427427198586857,0.07018222879420354,0.002319786869871081,5.7702330064859664e-5,1.1501658912496258e-6,1.9123712610617536e-8,998.5000121347671
0.11,100163.46831164026,1.5624739984077267,0.08436115060147696,0.0030646862979248064,8.381105334649308e-5,1.8370445076509329e-6,3.3591172355459006e-8,998.3500149097536
0.12,100178.3424450939,1.6961767977523965,0.09973601932698417,0.003949237048464121,0.00011775925792841789,2.8148036519829364e-6,5.6132716645059614e-8,998.2000180944142
0.13,100193.21880965248,1.8285489664848127,0.11628162840174297,0.00498382409239473,0.00016091018045170016,4.165339586767232e-6,8.996784988482738e-8,998.0500217693377
0.14,100208.09740565383,1.9596037413171556,0.13397315494349024,0.0061784794553813045,0.00021471548342416656,5.98367639473705e-6,1.3915004652584772e-7,997.9000260432517
0.15,100222.9782334358,2.0893542272092844,0.15278615437098933,0.007542889838309984,0.0002807107621146869,8.378678469611481e-6,2.0870839688090855e-7,997.7500310617609
0.16,100237.8612933363,2.217813398978793,0.17269655417447344,0.009086405500334018,0.00036051021549693126,1.1473965625027416e-5,3.0479337457224e-7,997.600037015486
0.17,100252.74658569322,2.3449941021893244,0.1936806505295401,0.010818044989828765,0.0004558039358400637,1.540828393088634e-5,4.34779855156899e-7,997.4500441476188
0.18,100267.63411084448,2.470909054550065,0.21571510297173727,0.012746502578937384,0.0005683536553585499,2.0336085674327265e-5,6.074273105766512e-7,997.3000527665894
0.19,100282.523869128,2.595570847571831,0.23877692805103345,0.014880157202411854,0.0006999875257389088,2.642832253758574e-5,8.330527102674697e-7,997.1500632582732
0.2,100297.41586088168,2.7189919473688544,0.2628434963112451,0.01722707662319991,0.0008525978022787416,3.387271089501992e-5,1.1236317919743104e-6,997.0000760951941
0.21,100312.3100864434,2.841184695889577,0.28789252768481677,0.01979502374165577,0.0010281373898926537,4.287408877673954e-5,1.4929587435483199e-6,996.8500918527669
0.22,100327.20654615098,2.9621613127575763,0.31390208452611157,0.02259146627422529,0.0012286143649228255,5.365512225604161e-5,1.9568610018301682e-6,996.7001112284395
0.23,100342.1052403422,3.0819338959972384,0.3408505688901245,0.025623580493007937,0.0014560899125041318,6.645653081786468e-5,2.533291157493106e-6,996.5501350508504
0.24,100357.00616935478,3.200514423156335,0.3687167184177532,0.02889825674483368,0.00171267545903956,8.15372691484889e-5,3.2424866586009055e-6,996.4001643001817
0.25,100371.90933352623,3.317914752940945,0.3974796002546786,0.03242210775714726,0.0020005281539473754,9.917497849857975e-5,4.107177768055804e-6,996.2502001318901
0.26,100386.81473319403,3.434146626438307,0.42711860649319566,0.036201474869331916,0.0023218474739146637,0.00011966632845632148,5.1527448394136625e-6,996.1002438938563
0.27,100401.72236869544,3.5492216679118793,0.45761345130761233,0.04024243181912942,0.0026788733278048367,0.00014332708362618695,6.407334046785416e-6,995.9502971438613
0.28,100416.63224036753,3.6631513859660996,0.48894416675878444,0.04455079030295687,0.0030738832517523576,0.00017049222353602398,7.902021090377293e-6,995.8003616750093
0.29,100431.54434854713,3.7759471754624934,0.5210910957703284,0.04913210944167887,0.003509187424953296,0.00020151631995667235,9.671066985773161e-6,995.6504395498085
0.3,100446.4586935708,3.8876203181046853,0.5540348900037579,0.05399169861737086,0.00398712721144351,0.000236773620073281,1.1751999160613838e-5,995.5005331118354
0.31,100461.37527577476,3.998181983501552,0.5877565061393213,0.05913462227932298,0.004510072896953751,0.00027665802065299065,1.4185766714739212e-5,995.3506450154782
0.32,100476.29409549487,4.107643230439236,0.6222372013594321,0.06456570588053856,0.0050804207557405235,0.00032158315221458925,1.701691510743558e-5,995.2007782569545
0.33,100491.21515306651,4.216015008650564,0.6574585269994869,0.07028954428311532,0.0057005888200499484,0.0003719825566361046,2.0293830659005884e-5,995.0509362138225
0.34,100506.13844882465,4.323308159211002,0.6934023271640339,0.07631050355094086,0.006373016029131566,0.0004283096843488461,2.4068796580795325e-5,994.9011226559647
0.35,100521.06398310367,4.429533415719684,0.7300507347228471,0.08263272601702869,0.007100159981378877,0.000491037765233746,2.839815959601938e-5,994.7513417851076
0.36,100535.9917562373,4.534701405617184,0.7673861667273276,0.08926013622801969,0.007884494100126253,0.0005606598161072658,3.33425082244359e-5,994.6015982716569
0.37,100550.92176855862,4.6388226518400275,0.8053913186249211,0.09619644845876947,0.00872850403840435,0.0006376886548439927,3.8966902166872206e-5,994.4518972998591
0.38,100565.85402039993,4.741907573149997,0.8440491631504681,0.10344516811317402,0.009634687059930595,0.000722656864186249,4.5340917257392284e-5,994.302244579037
0.39,100580.78851209267,4.843966485355982,0.8833429463271294,0.11100959667925392,0.010605549979857737,0.0008161165677781965,5.2538807350834384e-5,994.1526463909205
0.4,100595.72524396733,4.94500960254706,0.9232561833006531,0.1188928370343785,0.011643606761509414,0.0009186393448008543,6.063966571335122e-5,994.0031096298262
0.41,100610.66421635333,5.045047038828032,0.96377265244685,0.12709780095252615,0.012751375114258329,0.0010308161038600208,6.972765910991846e-5,993.853641858644
0.42,100625.60542957898,5.1440888085751295,1.004876394534002,0.1356272101462496,0.0139313760544801,0.001153257041264778,7.989206087875779e-5,993.7042513185482
0.43,100640.54888397135,5.242144827662283,1.0465517088584937,0.1444836009563861,0.015186132086840679,0.0012865913418095578,9.122739939460119e-5,993.554946982337
0.44,100655.49457985612,5.339224914467416,1.0887831499888112,0.1536693283961441,0.016518165506379037,0.0014314670198352659,0.00010383358003967636,993.4057385932537
0.45,100670.44251755744,5.435338791857923,1.1315555212408541,0.16318657430703062,0.01792999490699192,0.001588550638236052,0.00011781613840885257,993.256636738334
0.46,100685.39269739791,5.530496087451574,1.1748538738333785,0.17303734840348786,0.01942413474909792,0.001758527261580134,0.00013328627302027797,993.107652858671
0.47,100700.34511969831,5.6247063346996145,1.2186635036025901,0.18322349218573522,0.021003093941610464,0.0019421001439500559,0.00015036096223476676,992.9587993007236
0.48,100715.29978477763,5.717978973707209,1.262969948533351,0.19374668188089905,0.022669374773783477,0.0021399905007692295,0.00016916304810275662,992.8100893551243
