0.115,0.05,1.1144245277513909e-7,113.49,13.802695030321452
0.119,0.05,1.1144245277513909e-7,113.49,13.80294401526737
0.122,0.05,1.1144245277513909e-7,113.49,13.803149335417158
0.126,0.05,1.1144245277513909e-7,113.49,13.80344996854621
0.129,0.05,1.1144245277513909e-7,113.49,13.803694236689651
0.133,0.05,1.1144245277513909e-7,113.49,13.804041246415558
0.136,0.05,1.1144245277513909e-7,113.49,13.804314993740181
0.14,0.05,1.1144245277513909e-7,113.49,13.804695069493045
0.143,0.05,1.1144245277513909e-7,113.49,13.804990418604806
0.147,0.05,1.1144245277513909e-7,113.49,13.805399338208257
0.115,0.06,1.1144245277513909e-7,113.49,13.802704708378023
0.119,0.06,1.1144245277513909e-7,113.49,13.802955964628705
0.122,0.06,1.1144245277513909e-7,113.49,13.803162535701873
0.126,0.06,1.1144245277513909e-7,113.49,13.80346368119629
0.129,0.06,1.1144245277513909e-7,113.49,13.803707824103505
0.133,0.06,1.1144245277513909e-7,113.49,13.80405454292892
0.136,0.06,1.1144245277513909e-7,113.49,13.80432816947615
0.14,0.06,1.1144245277513909e-7,113.49,13.804708533519058
0.143,0.06,1.1144245277513909e-7,113.49,13.805004824228295
0.147,0.06,1.1144245277513909e-7,113.49,13.805416389781897
0.115,0.07,1.1144245277513909e-7,113.49,13.802716463673004
0.119,0.07,1.1144245277513909e-7,113.49,13.802969991347556
0.122,0.07,1.1144245277513909e-7,113.49,13.80317787813727
0.126,0.07,1.1144245277513909e-7,113.49,13.803479772926414
0.129,0.07,1.1144245277513909e-7,113.49,13.803723922871633
0.133,0.07,1.1144245277513909e-7,113.49,13.804070429428627
0.136,0.07,1.1144245277513909e-7,113.49,13.804344026409607
0.14,0.07,1.1144245277513909e-7,113.49,13.804724975958763
0.143,0.07,1.1144245277513909e-7,113.49,13.805022520352022
0.147,0.07,1.1144245277513909e-7,113.49,13.805437067988581
0.115,0.08,1.1144245277513909e-7,113.49,13.802730250083334
0.119,0.08,1.1144245277513909e-7,113.49,13.80298603570009
0.122,0.08,1.1144245277513909e-7,113.49,13.803195274493678
0.126,0.08,1.1144245277513909e-7,113.49,13.803498107814029
0.129,0.08,1.1144245277513909e-7,113.49,13.803742424289034
0.133,0.08,1.1144245277513909e-7,113.49,13.80408890070959
0.136,0.08,1.1144245277513909e-7,113.49,13.80436264035882
0.14,0.08,1.1144245277513909e-7,113.49,13.804744513692292
0.143,0.08,1.1144245277513909e-7,113.49,13.805043591712845
0.147,0.08,1.1144245277513909e-7,113.49,13.805461406229727
0.115,0.1,1.1144245277513909e-7,113.49,13.80276352298134
0.119,0.1,1.1144245277513909e-7,113.49,13.803023749577353
0.122,0.1,1.1144245277513909e-7,113.49,13.803235736280325
0.126,0.1,1.1144245277513909e-7,113.49,13.80354089556091
0.129,0.1,1.1144245277513909e-7,113.49,13.803786089281244
0.133,0.1,1.1144245277513909e-7,113.49,13.804133363887924
0.136,0.1,1.1144245277513909e-7,113.49,13.804408129569609
0.14,0.1,1.1144245277513909e-7,113.49,13.804792920892751
0.143,0.1,1.1144245277513909e-7,113.49,13.80509578954381
0.147,0.1,1.1144245277513909e-7,113.49,13.805520825992284
0.115,0.11,1.1144245277513909e-7,113.49,13.80278266035518
0.119,0.11,1.1144245277513909e-7,113.49,13.803045069469178
0.122,0.11,1.1144245277513909e-7,113.49,13.803258441992227
0.126,0.11,1.1144245277513909e-7,113.49,13.80356496302696
0.129,0.11,1.1144245277513909e-7,113.49,13.803810881796434
0.133,0.11,1.1144245277513909e-7,113.49,13.804159057127972
0.136,0.11,1.1144245277513909e-7,113.49,13.804434751206486
0.14,0.11,1.1144245277513909e-7,113.49,13.804821522946778
0.143,0.11,1.1144245277513909e-7,113.49,13.805126594747307
0.147,0.11,1.1144245277513909e-7,113.49,13.805555509911628
0.115,0.12,1.1144245277513909e-7,113.49,13.802805569277009
0.119,0.12,1.1144245277513909e-7,113.49,13.803070392882026
0.122,0.12,1.1144245277513909e-7,113.49,13.80328532670321
0.126,0.12,1.1144245277513909e-7,113.49,13.803593515471977
0.129,0.12,1.1144245277513909e-7,113.49,13.803840461414527
0.133,0.12,1.1144245277513909e-7,113.49,13.804190030452492
0.136,0.12,1.1144245277513909e-7,113.49,13.804467072917202
0.14,0.12,1.1144245277513909e-7,113.49,13.804856418509608
0.143,0.12,1.1144245277513909e-7,113.49,13.805164143462823
0.147,0.12,1.1144245277513909e-7,113.49,13.805597535854584
0.115,0.13,1.1144245277513909e-7,113.49,13.802828630025186
0.119,0.13,1.1144245277513909e-7,113.49,13.803095748800057
0.122,0.13,1.1144245277513909e-7,113.49,13.80331219746844
0.126,0.13,1.1144245277513909e-7,113.49,13.803622120094115
0.129,0.13,1.1144245277513909e-7,113.49,13.80387024405633
0.133,0.13,1.1144245277513909e-7,113.49,13.804221488617571
0.136,0.13,1.1144245277513909e-7,113.49,13.804500089783943
0.14,0.13,1.1144245277513909e-7,113.49,13.804892198560148
0.143,0.13,1.1144245277513909e-7,113.49,13.805202612229074
0.147,0.13,1.1144245277513909e-7,113.49,13.805640388013463
0.115,0.14,1.1144245277513909e-7,113.49,13.802853619185122
0.119,0.14,1.1144245277513909e-7,113.49,13.803123134630752
0.122,0.14,1.1144245277513909e-7,113.49,13.803341199890397
0.126,0.14,1.1144245277513909e-7,113.49,13.803653074220966
0.129,0.14,1.1144245277513909e-7,113.49,13.803902610499199
0.133,0.14,1.1144245277513909e-7,113.49,13.804255913291524
0.136,0.14,1.1144245277513909e-7,113.49,13.804536379988587
0.14,0.14,1.1144245277513909e-7,113.49,13.804931638094555
0.143,0.14,1.1144245277513909e-7,113.49,13.805244993108186
0.147,0.14,1.1144245277513909e-7,113.49,13.805687445348333
0.115,0.15,1.1144245277513909e-7,113.49,13.802882976354303
0.119,0.15,1.1144245277513909e-7,113.49,13.80315524226235
0.122,0.15,1.1144245277513909e-7,113.49,13.803375207929582
0.126,0.15,1.1144245277513909e-7,113.49,13.8036894803091
0.129,0.15,1.1144245277513909e-7,113.49,13.803940830616455
0.133,0.15,1.1144245277513909e-7,113.49,13.804296815319415
0.136,0.15,1.1144245277513909e-7,113.49,13.804579669203651
0.14,0.15,1.1144245277513909e-7,113.49,13.804978826047977
0.143,0.15,1.1144245277513909e-7,113.49,13.805295723872659
0.147,0.15,1.1144245277513909e-7,113.49,13.80574373518332
0.115,0.17,1.1144245277513909e-7,113.49,13.802938157968942
0.119,0.17,1.1144245277513909e-7,113.49,13.803215547866612
0.122,0.17,1.1144245277513909e-7,113.49,13.803439190641136
0.126,0.17,1.1144245277513909e-7,113.49,13.803758355983804
0.129,0.17,1.1144245277513909e-7,113.49,13.80401359201472
0.133,0.17,1.1144245277513909e-7,113.49,13.804375455692824
0.136,0.17,1.1144245277513909e-7,113.49,13.804663540020542
0.14,0.17,1.1144245277513909e-7,113.49,13.805071169571965
0.143,0.17,1.1144245277513909e-7,113.49,13.805395778303758
0.147,0.17,1.1144245277513909e-7,113.49,13.805856172536544
0.115,0.18,1.1144245277513909e-7,113.49,13.802973238502078
0.119,0.18,1.1144245277513909e-7,113.49,13.803253980252833
0.122,0.18,1.1144245277513909e-7,113.49,13.8034801553532
0.126,0.18,1.1144245277513909e-7,113.49,13.80380290684622
0.129,0.18,1.1144245277513909e-7,113.49,13.804061163909216
0.133,0.18,1.1144245277513909e-7,113.49,13.804427812699142
0.136,0.18,1.1144245277513909e-7,113.49,13.804720301322638
0.14,0.18,1.1144245277513909e-7,113.49,13.80513529658878
0.143,0.18,1.1144245277513909e-7,113.49,13.805466862617912
0.147,0.18,1.1144245277513909e-7,113.49,13.805938988775846
0.115,0.19,1.1144245277513909e-7,113.49,13.803006603462844
0.119,0.19,1.1144245277513909e-7,113.49,13.803290780931508
0.122,0.19,1.1144245277513909e-7,113.49,13.803519703542122
0.126,0.19,1.1144245277513909e-7,113.49,13.803846593228588
0.129,0.19,1.1144245277513909e-7,113.49,13.804108535767295
0.133,0.19,1.1144245277513909e-7,113.49,13.80448128906484
0.136,0.19,1.1144245277513909e-7,113.49,13.804779590429838
0.14,0.19,1.1144245277513909e-7,113.49,13.805204579151061
0.143,0.19,1.1144245277513909e-7,113.49,13.805545810769623
0.147,0.19,1.1144245277513909e-7,113.49,13.80603459159661
0.115,0.2,1.1144245277513909e-7,113.49,13.803049451605808
0.119,0.2,1.1144245277513909e-7,113.49,13.803338795131618
0.122,0.2,1.1144245277513909e-7,113.49,13.803572159806228
0.126,0.2,1.1144245277513909e-7,113.49,13.80390619928857
0.129,0.2,1.1144245277513909e-7,113.49,13.804174842664585
0.133,0.2,1.1144245277513909e-7,113.49,13.804559082045554
0.136,0.2,1.1144245277513909e-7,113.49,13.804868549351728
0.14,0.2,1.1144245277513909e-7,113.49,13.805312955503474
0.143,0.2,1.1144245277513909e-7,113.49,13.805673070137281
0.147,0.2,1.1144245277513909e-7,113.49,13.806194414188443
0.115,0.21,1.1144245277513909e-7,113.49,13.803086671353723
0.119,0.21,1.1144245277513909e-7,113.49,13.803381597357028
0.122,0.21,1.1144245277513909e-7,113.49,13.803620060529582
0.126,0.21,1.1144245277513909e-7,113.49,13.803962679666029
0.129,0.21,1.1144245277513909e-7,113.49,13.804239583469148
0.133,0.21,1.1144245277513909e-7,113.49,13.804638154093652
0.136,0.21,1.1144245277513909e-7,113.49,13.804961583120019
0.14,0.21,1.1144245277513909e-7,113.49,13.80543015483797
0.143,0.21,1.1144245277513909e-7,113.49,13.805813573387008
0.147,0.21,1.1144245277513909e-7,113.49,13.806374644122968
0.115,0.22,1.1144245277513909e-7,113.49,13.803136367646237
0.119,0.22,1.1144245277513909e-7,113.49,13.803440696876084
0.122,0.22,1.1144245277513909e-7,113.49,13.803688054655993
0.126,0.22,1.1144245277513909e-7,113.49,13.804045926681614
0.129,0.22,1.1144245277513909e-7,113.49,13.804337602308369
0.133,0.22,1.1144245277513909e-7,113.49,13.804761699246594
0.136,0.22,1.1144245277513909e-7,113.49,13.805109762236423
0.14,0.22,1.1144245277513909e-7,113.49,13.805620404641111
0.143,0.22,1.1144245277513909e-7,113.49,13.806043792142933
0.147,0.22,1.1144245277513909e-7,113.49,13.80667188141981
0.115,0.23,1.1144245277513909e-7,113.49,13.803210246672421
0.119,0.23,1.1144245277513909e-7,113.49,13.803532192276023
0.122,0.23,1.1144245277513909e-7,113.49,13.80379644724162
