0.0,133380.96509388386,81028.66284128105,150943.59746241293
1.0,383054.6234024696,296684.0268385998,253292.04702251515
2.0,1.2165521048831346e6,1.0888947343019608e6,576480.6087368408
3.0,2.931957310173877e6,2.629743635224128e6,5.676708117285803e6
4.0,1.0341880774656257e7,8.0944782149211895e6,1.354192658450856e7
5.0,4.435842442652129e7,2.4426159773024842e7,4.063331762344533e7
6.0,6.18809583615806e7,4.929130913943596e7,5.670542744480022e7
7.0,1.2019224442627388e8,7.894624389546813e7,1.129619116252348e8
8.0,7.768770186852606e7,5.824777646278607e7,1.0557108605524069e8
9.0,6.940865690435512e7,7.005905860340409e7,9.390496885917315e7
10.0,4.993507478884129e7,6.044905172556597e7,1.0507318007295205e8
