0.0,57583.466218752714,88159.42687507691,111050.92978556504
1.0,405027.24512891844,336582.50886889186,356754.490580082
2.0,1.1630464150773953e6,1.2357383651468093e6,1.8290918291094168e6
3.5,9.055720454263248e6,5.779300491250169e6,7.856717466975855e6
4.5,2.476207609550187e7,1.3402141613335073e7,1.841363394541569e7
5.5,4.754819656988016e7,4.108967388709074e7,3.372995639901316e7
6.5,5.0908495529548354e7,4.796893663397917e7,9.157559258055152e7
7.5,7.851299031792814e7,5.3689477483948804e7,1.0782341735468337e8
9.0,1.326914227978754e6,1.1852545708526378e6,2.1007083129276447e6
10.0,8045.243577274883,9430.080074826054,10368.000325745275
11.0,44.935696983847556,19.30204547150636,30.012278426386445
