0.0,100000.0,0.0,0.0,0.0,0.0,1000.0
0.01,101205.99697790701,0.009861976124234008,0.00019553091744810077,2.595753218182821e-6,2.5885672821474604e-8,999.9899399129529
0.02,102426.5233306591,0.01945609202390749,0.000764762337623473,2.0215805847008872e-5,4.021777726484022e-7,999.979759821878
0.03,103661.75374056897,0.028794279864851818,0.0016827753372068216,6.642737825330743e-5,1.977082148306839e-6,999.9694641234635
0.04,104911.8649813429,0.03788802118875217,0.002926086918462036,0.00015331733177901196,6.067839856785529e-6,999.959065915631
0.05,106177.03594289743,0.04674836488881576,0.004472576442557813,0.00029160496835605164,1.4386612298531841e-5,999.9485904431734
0.06,107457.44765640971,0.055385944482636146,0.006301415801144369,0.0004907473492940319,2.8973704890789698e-5,999.9380779731304
0.07,108753.2833197881,0.06381099486889841,0.008393002466321938,0.0007590386700797948,5.213677212156056e-5,999.9275861983496
0.08,110064.72832352544,0.0720333684452854,0.010728895957150004,0.001103702806593333,8.639661478373089e-5,999.917192140985
0.09,111391.97027617387,0.08006255027466401,0.013291758737112844,0.0015309780328981383,0.0001344394338384283,999.9069936384416
0.1,112735.19903153132,0.08790767353248401,0.016065296725878326,0.0020462008626480647,0.00019907152995674544,999.8971105480758
0.11,114094.60671417869,0.09557753314048568,0.019034207610794527,0.0026538772227451364,0.0002831831161731667,999.8876854642609
0.12,115470.3877475564,0.10308060035148292,0.02218412593137318,0.0033577573565264415,0.00038971118591296064,999.8788843474224
0.13,116862.7388799601,0.1104250351928326,0.025501577198520035,0.004160896380720942,0.0005216122239070484,999.8708966708919
0.14,118271.85921349851,0.11761870019257414,0.028973927395254104,0.005065720811520379,0.0006818323561407294,999.8639355686701
0.15,119697.95023023902,0.12466917161064993,0.032589342705057055,0.0060740794212440835,0.0008732874804482204,999.8582375653665
0.16,121141.21582263056,0.13158375255516996,0.03633674240777952,0.007187303002373292,0.001098839475263612,999.8540623202522
0.17,122601.86231911743,0.1383694828996701,0.040205764269348,0.008406246176021712,0.0013612823705023923,999.8516920908822
0.18,124080.09851663288,0.14503315190236835,0.04418672042523899,0.009731340966368409,0.0016633241715565408,999.851431108428
0.19,125576.13570566874,0.15158130712362616,0.04827056693655567,0.011162632258394149,0.002007576852160196,999.853604914076
0.2,127090.18770369631,0.15802026589894716,0.05244886496706417,0.012699822368848665,0.0023965446021884515,999.8585594285632
0.21,128622.47088249751,0.16435612451633252,0.05671374989834356,0.01434230619143662,0.0028326149682616777,999.8666601712607
0.22,130173.20419835762,0.17059476718117406,0.06105790219955153,0.016089202231175798,0.0033180538367254472,999.8782912389026
0.23,131742.60922564522,0.17674187648861833,0.06547451284263445,0.017939390689418102,0.0038549974851248897,999.8938542683521
0.24,133330.9101822934,0.18280294014125656,0.0699572622135633,0.01989153447997558,0.004445451121559759,999.9137675265234
0.25,134938.33396734277,0.188783261179295,0.07450028755508237,0.02194411268515078,0.005091285007025285,999.9384646482082
0.26,136565.11018828413,0.1946879651371633,0.07909816044394107,0.024095443182104468,0.0057942325468558434,999.9683937027436
0.27,138211.47119237744,0.2005220071211277,0.08374586554626691,0.026343702008167925,0.006555891303653081,1000.0040161088239
