0.0,1007.2436280550758,937.4534923836354,889.2126608557056
1.0,1161.130969804333,1469.5853731645507,1319.291009463076
2.5,2517.037661263058,3099.9239423718473,1299.32982313982
3.5,5475.933096650297,3136.1861640434854,1950.420387407859
5.0,73902.46105866863,128248.49022802239,115567.96553120474
6.0,2.0096609412583094e6,2.0242021602340278e6,2.5951399724166254e6
7.0,7.575987131150182e7,6.981655282287078e7,4.835333153691666e7
8.5,1.0975445075109648e10,1.4721306799842306e10,9.468837271322498e9
9.5,1.897810673987903e10,1.4706070408674963e10,9.82184870622802e9
11.0,1.564956608375615e10,2.160742155068768e10,1.7957819292331818e10
12.0,1.748393963214885e10,2.298583514656723e10,1.7085204498549612e10
