0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.01,101205.99697790595,0.008142289238963235,0.0016568231321940237,0.00023358256650053884,2.5093218491963598e-5,2.172428851112299e-6,1.5792913804735047e-7,9.826129534549208e-9,5.245331388696384e-10,2.394319288356044e-11,9.297493398352502e-13,3.044691094309244e-14,8.099552321622867e-16,1.5884544705147318e-17,1.644948510606658e-19,-2.2919921798830425e-21,-1.6447276920429918e-22,-4.751085977094555e-24,-9.765208420001371e-26,-1.077202894330594e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.9899398711102
0.02,102426.52333065424,0.013484332001599614,0.005051170343434414,0.0013639508457317425,0.0002854875900285132,4.861037824036079e-5,6.964068490678151e-6,8.603588146791237e-7,9.337463091891162e-8,9.029657846103445e-9,7.865868780364204e-10,6.224454360527758e-11,4.5033529885483475e-12,2.993632228712925e-13,1.8353720738067115e-14,1.0407222907006854e-15,5.4690305470870114e-17,2.6671665218279998e-18,1.208204606856466e-19,5.086710911332315e-21,1.9915143124128477e-22,7.257862960857272e-24,2.4675660479703033e-25,7.863160057618457e-27,2.369513897234826e-28,6.852430820712938e-30,1.9402016106257961e-31,5.484550830631986e-33,1.5601815766117258e-34,4.415808451625255e-36,1.2106265683412327e-37,3.1169459582623935e-39,7.314786701120874e-41,1.5216443481657114e-42,2.7291577040226984e-44,4.074012012182334e-46,4.7338849877592393e-48,3.651996734101625e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.9797585211556
0.03,103661.7537405685,0.017024093442006283,0.008771265616077916,0.0033897111820264036,0.0010342744116703445,0.000259214184962977,5.496502682299931e-5,1.00849751473402e-5,1.6292763521358113e-6,2.349887397723107e-7,3.05965412396218e-8,3.629344824362532e-9,3.9516829460634707e-10,3.974195671797428e-11,3.711038573208219e-12,3.231580704147498e-13,2.633850242428788e-14,2.0153160277241975e-15,1.4513223861250896e-16,9.857065862956981e-18,6.32429682312799e-19,3.838086187678979e-20,2.2052717085196774e-21,1.2003754113734261e-22,6.191541092660468e-24,3.0260609233940996e-25,1.4007611014519688e-26,6.1360237599342775e-28,2.540155648665863e-29,9.918091591344064e-31,3.6423122493923284e-32,1.2531134830551785e-33,4.0159533086789135e-35,1.1886135512966291e-36,3.2042926616390604e-38,7.674610443218957e-40,1.5479881623375871e-41,2.233774311026335e-43,2.2581843512204524e-46,-1.3632583017433292e-46,-6.43523421196886e-48,-2.0786535305298213e-49,-5.459680919380516e-51,-1.2201037830111381e-52,-2.3455488560312248e-54,999.9694544922312
0.04,104911.86498134615,0.019404314615254853,0.012190672951105253,0.005972121722238431,0.0023551691238675415,0.0007709324913507297,0.00021482045171971776,5.1994358479534655e-5,1.1108714047461893e-5,2.1225968460497734e-6,3.6662077614190586e-7,5.7753041034601836e-8,8.359593948566842e-9,1.1189187135567544e-9,1.3924005093481102e-10,1.6184538306442088e-11,1.7642022161595033e-12,1.8097370599668336e-13,1.752300303196898e-14,1.6056892502307247e-15,1.395589553507943e-16,1.1527843468286472e-17,9.064960740039376e-19,6.795777996009306e-20,4.8629530139071966e-21,3.3250096629602416e-22,2.1741024708803533e-23,1.360335124038261e-24,8.148918862515632e-26,4.6749544860327486e-27,2.5688461514658395e-28,1.351960558488023e-29,6.813236334461019e-31,3.286338121863548e-32,1.516144219574416e-33,6.683638393979365e-35,2.8115739920845442e-36,1.126604058988761e-37,4.2897484198971206e-39,1.5470555044675159e-40,5.260178936710667e-42,1.674981324836673e-43,4.9434350305078087e-45,1.3286387096380205e-46,3.1419685755392403e-48,999.9590263089652
0.05,106177.0359428839,0.021038958360543012,0.015088085613661543,0.00875557330151061,0.0041729196048614975,0.0016694890305804396,0.00057239420803777,0.0001711798451147278,4.5314998164655e-5,1.074877091850333e-5,2.3079116713730105e-6,4.524152150151361e-7,8.155768077736022e-8,1.3605043061654827e-8,2.1113916996221396e-9,3.0626044070948417e-10,4.168969177158153e-11,5.344750760345284e-12,6.473619163949928e-13,7.428276569625762e-14,8.094910209777219e-15,8.395757085859309e-16,8.303590303411032e-17,7.844591555087555e-18,7.08972536650047e-19,6.137963494133513e-20,5.096458466573398e-21,4.062694246703128e-22,3.1121284139237396e-23,2.29268076708098e-24,1.6254367238574052e-25,1.1096620956050814e-26,7.298245986993176e-28,4.62623599337053e-29,2.8272029551575818e-30,1.6661360716131811e-31,9.470231149805406e-33,5.192179994310738e-34,2.745950702731828e-35,1.4008109497763359e-36,6.892533018394214e-38,3.270718230710315e-39,1.4966327489711864e-40,6.602951909474382e-42,2.8084605151099427e-43,999.9484724783114
0.06,107457.4476563925,0.02219464484317538,0.017438287506578137,0.01147413480128229,0.006328275685175594,0.002964991654914676,0.001199149843412568,0.00042497359821907674,0.0001337215741851368,3.7781291621372e-5,9.67707900800889e-6,2.265425382284214e-6,4.881297242124592e-7,9.739303328556256e-8,1.8088877843010197e-8,3.141843141385204e-9,5.12394389541239e-10,7.874547088093245e-11,1.1440070481744686e-11,1.5755954049552814e-12,2.0624103477412258e-13,2.5716302571381265e-14,3.0608012679562718e-15,3.4838420162979155e-16,3.7984462223467423e-17,3.9731807490748845e-18,3.9926139524770874e-19,3.859343180421117e-20,3.5926282023346575e-21,3.2241944041839596e-22,2.79238316555896e-23,2.3360476663972274e-24,1.8894191282379948e-25,1.4787219895905556e-26,1.1207752237016814e-27,8.233466888386134e-29,5.867321103609298e-30,4.059368515306064e-31,2.7291068363683614e-32,1.7845378745634215e-33,1.1360428914877291e-34,7.048057566992884e-36,4.265900674923363e-37,2.5216871007566856e-38,1.4574138614447338e-39,999.937791489339
0.07,108753.28331980547,0.02304310415557595,0.019300589449929316,0.013966015272963057,0.008644185831564302,0.004602280767743262,0.002131613454845729,0.0008694561101298292,0.00031592117424204423,0.00010330907072135971,3.067583498603892e-5,8.33505475286588e-6,2.0863495665078656e-6,4.839145804313745e-7,1.0453764064802744e-7,2.11276190707853e-8,4.010759512982084e-9,7.176807676163936e-10,1.214306874161971e-10,1.9482191886112273e-11,2.9713493848427387e-12,4.3177809798360576e-13,5.990265878232474e-14,7.948991439693593e-15,1.0106105974938017e-15,1.2328738665493323e-16,1.4451471273777287e-17,1.6296871430309696e-18,1.7700476887138092e-19,1.853523783467231e-20,1.8730343290252066e-21,1.8280621452566404e-22,1.7244926409556518e-23,1.5734436688440012e-24,1.3893885505938002e-25,1.1879900659879225e-26,9.840668714395532e-28,7.900210871820057e-29,6.149062987709348e-30,4.6415635893656685e-31,3.3986704074544565e-32,2.414475846791484e-33,1.664410938455468e-34,1.1134004843274846e-35,7.227664910902992e-37,999.9269818130201
0.08,110064.72832348279,0.023694948991399588,0.020761862966670878,0.0161545285097623,0.010966037740767662,0.006486287455467683,0.0033652382023219005,0.001545883187898356,0.0006348855538506902,0.00023524720953059554,7.929050474444579e-5,2.4486963969663135e-5,6.973301365511886e-6,1.8415012191009576e-6,4.531985178907109e-7,1.043983463468785e-7,2.259857938197076e-8,4.612774832423605e-9,8.906159478389061e-10,1.6311063320469312e-10,2.8407598926178326e-11,4.715622512727789e-12,7.476440372333349e-13,1.1342764328240657e-13,1.649509154606017e-14,2.302928120970708e-15,3.0911140860455303e-16,3.9941536961800586e-17,4.974250732710115e-18,5.977206127823556e-19,6.936993420131393e-20,7.782971222548304e-21,8.448625978122252e-22,8.880311654656802e-23,9.044377023557753e-24,8.93137540783729e-25,8.556656779673089e-26,7.957386022503718e-27,7.186722342233194e-28,6.306370017749772e-29,5.3788793993702166e-30,4.46093840401623e-31,3.598525295319775e-32,2.82431430141704e-33,2.1572620413198078e-34,999.9160419020149
0.09,111391.97027621575,0.024221436011036,0.021909399126799237,0.018021797427408764,0.013178956344194253,0.008508097979051128,0.004859911195737927,0.0024721253605275635,0.0011286659556330116,0.0004661721511025811,0.00017548180912113257,6.061028614821903e-5,1.9324462460484058e-5,5.718050448462755e-6,1.5777718032602514e-6,4.077055023395945e-7,9.903957149338373e-8,2.2694098810427118e-8,4.920304739704379e-9,1.012158041405434e-9,1.9804776744598152e-10,3.694402765802568e-11,6.583694293964668e-12,1.1229639547619438e-12,1.8364630733440745e-13,2.8840694743242355e-14,4.355793974738413e-15,6.335018450978154e-16,8.883483523021011e-17,1.2024560589668346e-17,1.5727698091383922e-18,1.9897495098445791e-19,2.4370667859785607e-20,2.892312488555055e-21,3.328758361070972e-22,3.7180014782854497e-23,4.0331208453603474e-24,4.251844095832536e-25,4.359195400432042e-26,4.349183289710912e-27,4.225268615072345e-28,3.9995837503078746e-29,3.6910990423651504e-30,3.323101202740144e-31,2.9204287352420223e-32,999.9049701904537
