0, 1318256.738556402
8.399999999999963, 1811052.4765122437
18.39999999999997, 1080918.8821973098
28.399999999999963, 818659.7684062407
39.199999999999974, 1878421.7292933303
49.59999999999998, 1951393.3811282204
59.19999999999999, 11665317.179083956
80, 46662232.92703007
99.60000000000004, 1951393381.1281924
120.40000000000002, 4477488537.93856
141.20000000000005, 5663741824.287494
161.20000000000005, 8423978337.520403
181.20000000000005, 13564812437.905006
202.00000000000006, 5214844697.660658
222.00000000000006, 5214844697.660658
